(c) Die Bundeswahlleiterin, Wiesbaden 2025;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Wahlkreisen;;;;;;;;;;;;;;;;
Status:;Vorläufig;;;;;;;;;;;;;;;
Stand:;24.02.2025;04:08;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung;Gewählt
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;ÖDP;11;2;563;0,303943;1143;0,653509;-50,743657;-0,349566;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BP;12;1;;;563;0,32232;;-0,32232;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BP;12;2;150;0,08098;409;0,233845;-63,325183;-0,152866;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Volt;13;1;3010;1,629335;2410;1,379737;24,896266;0,249598;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Volt;13;2;2295;1,238987;1555;0,889069;47,588424;0,349917;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;PdH;14;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;PdH;14;2;169;0,091237;218;0,124641;-22,477064;-0,033404;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;MLPD;15;1;;;60;0,03435;;-0,03435;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;MLPD;15;2;47;0,025374;35;0,020011;34,285714;0,005362;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;1;524;0,283645;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;2;168;0,090697;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BSW;17;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BSW;17;2;6055;3,268874;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Bündnis C;18;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Bündnis C;18;2;;;60;0,034305;;-0,034305;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BüSo;19;1;;;41;0,023473;;-0,023473;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;BüSo;19;2;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Team Todenhöfer;20;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Team Todenhöfer;20;2;;;1603;0,916513;;-0,916513;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Verjüngungsforschung;21;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;Verjüngungsforschung;21;2;;;141;0,080617;;-0,080617;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;PIRATEN;22;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;Partei;PIRATEN;22;2;;;488;0,279013;;-0,279013;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;System-Gruppe;Übrige;1000;1;;;963;0,551322;;-0,551322;;CSU
BT;23.02.2025;Wahlkreis;216;München-Nord;LAND;09;System-Gruppe;Übrige;1000;2;;;642;0,367063;;-0,367063;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Wahlberechtigte;-4;;243727;;242591;;0,468278;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Wählende;-3;;204779;84,019825;193958;79,952678;5,579043;4,067148;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Ungültige;-2;1;1063;0,519096;906;0,467111;17,328918;0,051985;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Ungültige;-2;2;588;0,287139;687;0,3542;-14,41048;-0,067062;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Gültige;-1;1;203716;99,480904;193052;99,532889;5,5239;-0,051985;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Gültige;-1;2;204191;99,712861;193271;99,6458;5,650098;0,067062;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;CSU;1;1;73929;36,290228;61159;31,680065;20,880001;4,610162;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;CSU;1;2;63472;31,084622;49286;25,50098;28,783022;5,583641;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;SPD;2;1;31514;15,469575;38243;19,809689;-17,595377;-4,340113;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;SPD;2;2;30928;15,146603;36106;18,68154;-14,341107;-3,534937;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;GRÜNE;3;1;49343;24,221465;42367;21,945901;16,465645;2,275565;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;GRÜNE;3;2;44955;22,016152;47647;24,652948;-5,649884;-2,636797;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;FDP;4;1;8250;4,049756;18104;9,377784;-54,42996;-5,328029;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;FDP;4;2;12795;6,266192;27112;14,027971;-52,806875;-7,761779;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;AfD;5;1;18438;9,050835;8066;4,178149;128,58914;4,872687;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;AfD;5;2;19672;9,634117;8978;4,645291;119,113388;4,988826;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;FREIE WÄHLER;6;1;3648;1,790728;5041;2,611214;-27,633406;-0,820485;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;FREIE WÄHLER;6;2;2488;1,218467;5052;2,613946;-50,752177;-1,395479;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Die Linke;7;1;12464;6,118322;4907;2,541802;154,004483;3,576519;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Die Linke;7;2;17133;8,390673;7080;3,66325;141,991525;4,727423;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;dieBasis;8;1;;;2432;1,259764;;-1,259764;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;dieBasis;8;2;436;0,213526;2450;1,26765;-82,204082;-1,054125;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Tierschutzpartei;9;1;;;2501;1,295506;;-1,295506;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Tierschutzpartei;9;2;1324;0,648413;1762;0,911673;-24,858116;-0,263261;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Die PARTEI;10;1;2046;1,004339;1714;0,887844;19,369895;0,116496;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Die PARTEI;10;2;840;0,41138;1248;0,645725;-32,692308;-0,234346;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;ÖDP;11;1;;;1930;0,999731;;-0,999731;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;ÖDP;11;2;740;0,362406;1289;0,666939;-42,591156;-0,304533;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BP;12;1;;;579;0,299919;;-0,299919;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BP;12;2;208;0,101865;473;0,244734;-56,02537;-0,142869;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Volt;13;1;4084;2,004752;1630;0,844332;150,552147;1,16042;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Volt;13;2;2280;1,116602;1252;0,647795;82,108626;0,468807;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;PdH;14;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;PdH;14;2;182;0,089132;201;0,103999;-9,452736;-0,014867;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;MLPD;15;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;MLPD;15;2;46;0,022528;35;0,018109;31,428571;0,004419;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;2;133;0,065135;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BSW;17;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BSW;17;2;6559;3,212189;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Bündnis C;18;1;;;152;0,078735;;-0,078735;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Bündnis C;18;2;;;100;0,051741;;-0,051741;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BüSo;19;1;;;51;0,026418;;-0,026418;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;BüSo;19;2;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Team Todenhöfer;20;1;;;2526;1,308456;;-1,308456;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Team Todenhöfer;20;2;;;1724;0,892012;;-0,892012;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Verjüngungsforschung;21;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;Verjüngungsforschung;21;2;;;148;0,076576;;-0,076576;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;PIRATEN;22;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;Partei;PIRATEN;22;2;;;654;0,338385;;-0,338385;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Übrige;1000;1;;;1650;0,854692;;-0,854692;;CSU
BT;23.02.2025;Wahlkreis;217;München-Ost;LAND;09;System-Gruppe;Übrige;1000;2;;;674;0,348733;;-0,348733;;CSU
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Wahlberechtigte;-4;;214876;;214606;;0,125812;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Wählende;-3;;181033;84,249986;172970;80,598865;4,661502;3,651121;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Ungültige;-2;1;629;0,34745;841;0,486211;-25,208086;-0,138761;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Ungültige;-2;2;444;0,245259;599;0,346303;-25,876461;-0,101044;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Gültige;-1;1;180404;99,65255;172129;99,513789;4,807441;0,138761;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Gültige;-1;2;180589;99,754741;172371;99,653697;4,767623;0,101044;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;CSU;1;1;54803;30,37793;46059;26,75842;18,984346;3,61951;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;CSU;1;2;51845;28,708836;40585;23,545144;27,74424;5,163692;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;SPD;2;1;26427;14,648788;33924;19,708474;-22,099399;-5,059686;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;SPD;2;2;28005;15,507589;33117;19,212629;-15,436181;-3,70504;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;GRÜNE;3;1;53695;29,763752;47256;27,453828;13,625783;2,309924;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;GRÜNE;3;2;43483;24,078432;45562;26,432521;-4,563013;-2,354088;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;FDP;4;1;7163;3,970533;16437;9,549233;-56,421488;-5,578701;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;FDP;4;2;10046;5,562908;21495;12,470195;-53,26355;-6,907287;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;AfD;5;1;15864;8,793597;7641;4,439113;107,616804;4,354484;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;AfD;5;2;16773;9,287941;7910;4,588939;112,04804;4,699002;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;FREIE WÄHLER;6;1;2357;1,306512;4464;2,593404;-47,199821;-1,286892;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;FREIE WÄHLER;6;2;2086;1,155109;4724;2,7406;-55,842506;-1,585491;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Die Linke;7;1;9819;5,442784;6236;3,622864;57,456703;1,81992;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Die Linke;7;2;16846;9,328364;7669;4,449124;119,663581;4,87924;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;dieBasis;8;1;;;2668;1,55;;-1,55;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;dieBasis;8;2;392;0,217067;2388;1,385384;-83,58459;-1,168316;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Tierschutzpartei;9;1;1641;0,909625;2610;1,516305;-37,126437;-0,60668;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Tierschutzpartei;9;2;1324;0,733157;1711;0,992626;-22,618352;-0,25947;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Die PARTEI;10;1;1167;0,646881;2060;1,196777;-43,349515;-0,549895;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Die PARTEI;10;2;804;0,44521;1299;0,753607;-38,106236;-0,308397;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;ÖDP;11;1;;;2532;1,47099;;-1,47099;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;ÖDP;11;2;652;0,361041;1306;0,757668;-50,07657;-0,396627;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BP;12;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BP;12;2;153;0,084723;357;0,207111;-57,142857;-0,122389;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Volt;13;1;2778;1,539877;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Volt;13;2;2268;1,25589;1497;0,868476;51,503006;0,387415;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;PdH;14;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;PdH;14;2;173;0,095798;172;0,099785;0,581395;-0,003987;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;MLPD;15;1;102;0,05654;109;0,063325;-6,422018;-0,006785;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;MLPD;15;2;53;0,029348;44;0,025526;20,454545;0,003822;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;2;104;0,057589;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BSW;17;1;4588;2,543181;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BSW;17;2;5582;3,090997;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Bündnis C;18;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Bündnis C;18;2;;;83;0,048152;;-0,048152;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BüSo;19;1;;;133;0,077268;;-0,077268;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;BüSo;19;2;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Team Todenhöfer;20;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Team Todenhöfer;20;2;;;1000;0,580144;;-0,580144;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Verjüngungsforschung;21;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;Verjüngungsforschung;21;2;;;145;0,084121;;-0,084121;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;PIRATEN;22;1;;;;;;;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;Partei;PIRATEN;22;2;;;608;0,352728;;-0,352728;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Übrige;1000;1;;;0;0;;0;;–
BT;23.02.2025;Wahlkreis;218;München-Süd;LAND;09;System-Gruppe;Übrige;1000;2;;;699;0,405521;;-0,405521;;–
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Wahlberechtigte;-4;;246546;;242252;;1,772534;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Wählende;-3;;210770;85,489118;198272;81,845351;6,303462;3,643767;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Ungültige;-2;1;2754;1,306638;955;0,481662;188,376963;0,824976;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Ungültige;-2;2;447;0,21208;647;0,326319;-30,911901;-0,11424;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Gültige;-1;1;208016;98,693362;197317;99,518338;5,422239;-0,824976;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Gültige;-1;2;210323;99,78792;197625;99,673681;6,4253;0,11424;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;CSU;1;1;72171;34,694927;53311;27,017946;35,377314;7,676982;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;CSU;1;2;60481;28,756246;45540;23,043643;32,80852;5,712603;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;SPD;2;1;32990;15,859357;39182;19,857387;-15,803175;-3,99803;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;SPD;2;2;32280;15,347822;37513;18,98191;-13,949831;-3,634088;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;GRÜNE;3;1;60196;28,938159;53174;26,948514;13,205702;1,989644;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;GRÜNE;3;2;52687;25,050518;54303;27,477799;-2,975895;-2,427281;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;FDP;4;1;10324;4,96308;19153;9,706716;-46,097217;-4,743636;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;FDP;4;2;12529;5,957028;26401;13,35914;-52,543464;-7,402112;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;AfD;5;1;;;7594;3,848629;;-3,848629;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;AfD;5;2;18815;8,945764;8403;4,251992;123,908128;4,693772;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;FREIE WÄHLER;6;1;6361;3,057938;5058;2,563388;25,76117;0,49455;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;FREIE WÄHLER;6;2;2459;1,169154;5036;2,548261;-51,171565;-1,379106;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Die Linke;7;1;12671;6,091358;6975;3,534921;81,663082;2,556437;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Die Linke;7;2;18658;8,871117;8219;4,158887;127,010585;4,712231;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;dieBasis;8;1;;;3059;1,550297;;-1,550297;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;dieBasis;8;2;406;0,193036;2655;1,343454;-84,708098;-1,150417;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Tierschutzpartei;9;1;3687;1,77246;3096;1,569049;19,089147;0,203411;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Tierschutzpartei;9;2;1233;0,586241;1796;0,908792;-31,347439;-0,322551;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Die PARTEI;10;1;2248;1,080686;1804;0,914265;24,611973;0,166421;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Die PARTEI;10;2;859;0,408419;1403;0,70993;-38,774056;-0,301511;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;ÖDP;11;1;;;1557;0,789086;;-0,789086;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;ÖDP;11;2;744;0,353742;1353;0,68463;-45,011086;-0,330888;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BP;12;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BP;12;2;161;0,076549;394;0,199367;-59,137056;-0,122819;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Volt;13;1;4395;2,112818;2144;1,086576;104,990672;1,026242;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Volt;13;2;2529;1,202436;1571;0,79494;60,980267;0,407496;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;PdH;14;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;PdH;14;2;171;0,081304;196;0,099178;-12,755102;-0,017874;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;MLPD;15;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;MLPD;15;2;45;0,021396;34;0,017204;32,352941;0,004191;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;1;1671;0,803304;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BÜNDNIS DEUTSCHLAND;16;2;165;0,078451;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BSW;17;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BSW;17;2;6101;2,900776;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Einzelbewerber/Wählergruppe;EB:Lieb;18;1;648;0,311514;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Einzelbewerber/Wählergruppe;EB:Lieb;18;2;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Einzelbewerber/Wählergruppe;EB:Treppe;19;1;654;0,314399;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Einzelbewerber/Wählergruppe;EB:Treppe;19;2;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Bündnis C;20;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Bündnis C;20;2;;;83;0,041999;;-0,041999;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BüSo;21;1;;;72;0,03649;;-0,03649;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;BüSo;21;2;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Team Todenhöfer;22;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Team Todenhöfer;22;2;;;1161;0,587476;;-0,587476;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Verjüngungsforschung;23;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;Verjüngungsforschung;23;2;;;158;0,079949;;-0,079949;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;PIRATEN;24;1;;;;;;;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;Partei;PIRATEN;24;2;;;614;0,310689;;-0,310689;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Übrige;1000;1;;;1138;0,576737;;-0,576737;;CSU
BT;23.02.2025;Wahlkreis;219;München-West/Mitte;LAND;09;System-Gruppe;Übrige;1000;2;;;792;0,400759;;-0,400759;;CSU
BT;23.02.2025;Wahlkreis;220;München-Land;LAND;09;System-Gruppe;Wahlberechtigte;-4;;233438;;234912;;-0,627469;;;CSU
BT;23.02.2025;Wahlkreis;220;München-Land;LAND;09;System-Gruppe;Wählende;-3;;205557;88,056358;199333;84,854328;3,122413;3,202029;;CSU
